comparison_id,family,source_table,source_row,comparison,formal_null_test_run,raw_p_value,adjusted_p_value,correction_rule,reason_no_adjustment,quantity_status,source_row_number_id
F_evaluation-0173,F_evaluation,model_subgroups,111,service|B-PLAS|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0173-SOURCE_ROW
F_evaluation-0174,F_evaluation,model_subgroups,112,service|B-PLAS|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0174-SOURCE_ROW
F_evaluation-0175,F_evaluation,model_subgroups,113,service|B-THOR|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0175-SOURCE_ROW
F_evaluation-0176,F_evaluation,model_subgroups,114,service|B-THOR|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0176-SOURCE_ROW
F_evaluation-0177,F_evaluation,model_subgroups,115,service|B-THOR|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0177-SOURCE_ROW
F_evaluation-0178,F_evaluation,model_subgroups,116,service|B-THOR|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0178-SOURCE_ROW
F_evaluation-0179,F_evaluation,model_subgroups,117,service|B-URO|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0179-SOURCE_ROW
F_evaluation-0180,F_evaluation,model_subgroups,118,service|B-URO|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0180-SOURCE_ROW
F_evaluation-0181,F_evaluation,model_subgroups,119,service|B-URO|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0181-SOURCE_ROW
F_evaluation-0182,F_evaluation,model_subgroups,120,service|B-URO|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0182-SOURCE_ROW
F_evaluation-0183,F_evaluation,model_subgroups,121,service|B-VASC|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0183-SOURCE_ROW
F_evaluation-0184,F_evaluation,model_subgroups,122,service|B-VASC|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0184-SOURCE_ROW
F_evaluation-0185,F_evaluation,model_subgroups,123,service|B-VASC|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0185-SOURCE_ROW
F_evaluation-0186,F_evaluation,model_subgroups,124,service|B-VASC|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0186-SOURCE_ROW
F_evaluation-0187,F_evaluation,decision_curve,1,all_observed_proxy_outcomes|model|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0187-SOURCE_ROW
F_evaluation-0188,F_evaluation,decision_curve,2,all_observed_proxy_outcomes|treat_all|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0188-SOURCE_ROW
F_evaluation-0189,F_evaluation,decision_curve,3,all_observed_proxy_outcomes|treat_none|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0189-SOURCE_ROW
F_evaluation-0190,F_evaluation,decision_curve,4,all_observed_proxy_outcomes|model|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0190-SOURCE_ROW
F_evaluation-0191,F_evaluation,decision_curve,5,all_observed_proxy_outcomes|treat_all|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0191-SOURCE_ROW
F_evaluation-0192,F_evaluation,decision_curve,6,all_observed_proxy_outcomes|treat_none|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0192-SOURCE_ROW
F_evaluation-0193,F_evaluation,decision_curve,7,all_observed_proxy_outcomes|model|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0193-SOURCE_ROW
F_evaluation-0194,F_evaluation,decision_curve,8,all_observed_proxy_outcomes|treat_all|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0194-SOURCE_ROW
F_evaluation-0195,F_evaluation,decision_curve,9,all_observed_proxy_outcomes|treat_none|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0195-SOURCE_ROW
F_evaluation-0196,F_evaluation,decision_curve,10,all_observed_proxy_outcomes|model|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0196-SOURCE_ROW
F_evaluation-0197,F_evaluation,decision_curve,11,all_observed_proxy_outcomes|treat_all|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0197-SOURCE_ROW
F_evaluation-0198,F_evaluation,decision_curve,12,all_observed_proxy_outcomes|treat_none|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0198-SOURCE_ROW
F_evaluation-0199,F_evaluation,decision_curve,13,all_observed_proxy_outcomes|model|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0199-SOURCE_ROW
F_evaluation-0200,F_evaluation,decision_curve,14,all_observed_proxy_outcomes|treat_all|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0200-SOURCE_ROW
F_evaluation-0201,F_evaluation,decision_curve,15,all_observed_proxy_outcomes|treat_none|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0201-SOURCE_ROW
F_evaluation-0202,F_evaluation,decision_curve,16,all_observed_proxy_outcomes|model|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0202-SOURCE_ROW
F_evaluation-0203,F_evaluation,decision_curve,17,all_observed_proxy_outcomes|treat_all|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0203-SOURCE_ROW
F_evaluation-0204,F_evaluation,decision_curve,18,all_observed_proxy_outcomes|treat_none|0.3,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0204-SOURCE_ROW
F_evaluation-0205,F_evaluation,decision_curve,19,all_observed_proxy_outcomes|model|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0205-SOURCE_ROW
F_evaluation-0206,F_evaluation,decision_curve,20,all_observed_proxy_outcomes|treat_all|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0206-SOURCE_ROW
F_evaluation-0207,F_evaluation,decision_curve,21,all_observed_proxy_outcomes|treat_none|0.35,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0207-SOURCE_ROW
F_evaluation-0208,F_evaluation,decision_curve,22,all_observed_proxy_outcomes|model|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0208-SOURCE_ROW
F_evaluation-0209,F_evaluation,decision_curve,23,all_observed_proxy_outcomes|treat_all|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0209-SOURCE_ROW
F_evaluation-0210,F_evaluation,decision_curve,24,all_observed_proxy_outcomes|treat_none|0.4,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0210-SOURCE_ROW
F_evaluation-0211,F_evaluation,decision_curve,25,all_observed_proxy_outcomes|model|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0211-SOURCE_ROW
F_evaluation-0212,F_evaluation,decision_curve,26,all_observed_proxy_outcomes|treat_all|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0212-SOURCE_ROW
F_evaluation-0213,F_evaluation,decision_curve,27,all_observed_proxy_outcomes|treat_none|0.45,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0213-SOURCE_ROW
F_evaluation-0214,F_evaluation,decision_curve,28,all_observed_proxy_outcomes|model|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0214-SOURCE_ROW
F_evaluation-0215,F_evaluation,decision_curve,29,all_observed_proxy_outcomes|treat_all|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0215-SOURCE_ROW
F_evaluation-0216,F_evaluation,decision_curve,30,all_observed_proxy_outcomes|treat_none|0.5,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0216-SOURCE_ROW
F_evaluation-0217,F_evaluation,decision_curve,31,all_observed_proxy_outcomes|model|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0217-SOURCE_ROW
F_evaluation-0218,F_evaluation,decision_curve,32,all_observed_proxy_outcomes|treat_all|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0218-SOURCE_ROW
F_evaluation-0219,F_evaluation,decision_curve,33,all_observed_proxy_outcomes|treat_none|0.55,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0219-SOURCE_ROW
F_evaluation-0220,F_evaluation,decision_curve,34,all_observed_proxy_outcomes|model|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0220-SOURCE_ROW
F_evaluation-0221,F_evaluation,decision_curve,35,all_observed_proxy_outcomes|treat_all|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0221-SOURCE_ROW
F_evaluation-0222,F_evaluation,decision_curve,36,all_observed_proxy_outcomes|treat_none|0.6,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0222-SOURCE_ROW
F_evaluation-0223,F_evaluation,decision_curve,37,all_observed_proxy_outcomes|model|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0223-SOURCE_ROW
F_evaluation-0224,F_evaluation,decision_curve,38,all_observed_proxy_outcomes|treat_all|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0224-SOURCE_ROW
F_evaluation-0225,F_evaluation,decision_curve,39,all_observed_proxy_outcomes|treat_none|0.62,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0225-SOURCE_ROW
F_evaluation-0226,F_evaluation,decision_curve,40,all_observed_proxy_outcomes|model|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0226-SOURCE_ROW
F_evaluation-0227,F_evaluation,decision_curve,41,all_observed_proxy_outcomes|treat_all|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0227-SOURCE_ROW
F_evaluation-0228,F_evaluation,decision_curve,42,all_observed_proxy_outcomes|treat_none|0.65,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0228-SOURCE_ROW
F_evaluation-0229,F_evaluation,decision_curve,43,all_observed_proxy_outcomes|model|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0229-SOURCE_ROW
F_evaluation-0230,F_evaluation,decision_curve,44,all_observed_proxy_outcomes|treat_all|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0230-SOURCE_ROW
F_evaluation-0231,F_evaluation,decision_curve,45,all_observed_proxy_outcomes|treat_none|0.7,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0231-SOURCE_ROW
F_evaluation-0232,F_evaluation,decision_curve,46,all_observed_proxy_outcomes|model|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0232-SOURCE_ROW
F_evaluation-0233,F_evaluation,decision_curve,47,all_observed_proxy_outcomes|treat_all|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0233-SOURCE_ROW
F_evaluation-0234,F_evaluation,decision_curve,48,all_observed_proxy_outcomes|treat_none|0.75,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0234-SOURCE_ROW
F_evaluation-0235,F_evaluation,decision_curve,49,all_observed_proxy_outcomes|model|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0235-SOURCE_ROW
F_evaluation-0236,F_evaluation,decision_curve,50,all_observed_proxy_outcomes|treat_all|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0236-SOURCE_ROW
F_evaluation-0237,F_evaluation,decision_curve,51,all_observed_proxy_outcomes|treat_none|0.8,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0237-SOURCE_ROW
F_evaluation-0238,F_evaluation,decision_curve,52,all_observed_proxy_outcomes|model|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0238-SOURCE_ROW
F_evaluation-0239,F_evaluation,decision_curve,53,all_observed_proxy_outcomes|treat_all|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0239-SOURCE_ROW
F_evaluation-0240,F_evaluation,decision_curve,54,all_observed_proxy_outcomes|treat_none|0.85,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0240-SOURCE_ROW
F_evaluation-0241,F_evaluation,decision_curve,55,all_observed_proxy_outcomes|model|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0241-SOURCE_ROW
F_evaluation-0242,F_evaluation,decision_curve,56,all_observed_proxy_outcomes|treat_all|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0242-SOURCE_ROW
F_evaluation-0243,F_evaluation,decision_curve,57,all_observed_proxy_outcomes|treat_none|0.9,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0243-SOURCE_ROW
F_evaluation-0244,F_evaluation,decision_curve,58,same_referral_day_only|model|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0244-SOURCE_ROW
F_evaluation-0245,F_evaluation,decision_curve,59,same_referral_day_only|treat_all|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0245-SOURCE_ROW
F_evaluation-0246,F_evaluation,decision_curve,60,same_referral_day_only|treat_none|0.05,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0246-SOURCE_ROW
F_evaluation-0247,F_evaluation,decision_curve,61,same_referral_day_only|model|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0247-SOURCE_ROW
F_evaluation-0248,F_evaluation,decision_curve,62,same_referral_day_only|treat_all|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0248-SOURCE_ROW
F_evaluation-0249,F_evaluation,decision_curve,63,same_referral_day_only|treat_none|0.1,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0249-SOURCE_ROW
F_evaluation-0250,F_evaluation,decision_curve,64,same_referral_day_only|model|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0250-SOURCE_ROW
F_evaluation-0251,F_evaluation,decision_curve,65,same_referral_day_only|treat_all|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0251-SOURCE_ROW
F_evaluation-0252,F_evaluation,decision_curve,66,same_referral_day_only|treat_none|0.15,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0252-SOURCE_ROW
F_evaluation-0253,F_evaluation,decision_curve,67,same_referral_day_only|model|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0253-SOURCE_ROW
F_evaluation-0254,F_evaluation,decision_curve,68,same_referral_day_only|treat_all|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0254-SOURCE_ROW
F_evaluation-0255,F_evaluation,decision_curve,69,same_referral_day_only|treat_none|0.2,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0255-SOURCE_ROW
F_evaluation-0256,F_evaluation,decision_curve,70,same_referral_day_only|model|0.25,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0256-SOURCE_ROW
